chr1	6444116	6444731	Peak	0	+
chr1	7103934	7104418	Peak	0	+
chr1	10245314	10245767	Peak	0	+
chr1	13197038	13197491	Peak	0	+
chr1	13301600	13302075	Peak	0	+
chr1	13444548	13445001	Peak	0	+
chr1	13863882	13864372	Peak	0	+
chr1	14585984	14586477	Peak	0	+
chr1	16632006	16632469	Peak	0	+
chr1	16692848	16693323	Peak	0	+
chr1	21222017	21222468	Peak	0	+
chr1	21230224	21230708	Peak	0	+
chr1	23440455	23440908	Peak	0	+
chr1	30986985	30987447	Peak	0	+
chr1	31090707	31091169	Peak	0	+
chr1	31198808	31199276	Peak	0	+
chr1	33559709	33560160	Peak	0	+
chr1	34085617	34086088	Peak	0	+
chr1	34428836	34429290	Peak	0	+
chr1	34446156	34446646	Peak	0	+
chr1	35816492	35816960	Peak	0	+
chr1	36109508	36109986	Peak	0	+
chr1	36628472	36628932	Peak	0	+
chr1	36629330	36629861	Peak	0	+
chr1	37401177	37401681	Peak	0	+
chr1	37543157	37543620	Peak	0	+
chr1	37616562	37617044	Peak	0	+
chr1	37618710	37619223	Peak	0	+
chr1	37777853	37778320	Peak	0	+
chr1	38306316	38306816	Peak	0	+
chr1	39317364	39317816	Peak	0	+
chr1	39635321	39635883	Peak	0	+
chr1	39635883	39636389	Peak	0	+
chr1	39659244	39659729	Peak	0	+
chr1	39661037	39661521	Peak	0	+
chr1	39743982	39744448	Peak	0	+
chr1	39792683	39793200	Peak	0	+
chr1	39796747	39797236	Peak	0	+
chr1	39811247	39811756	Peak	0	+
chr1	39816646	39817105	Peak	0	+
chr1	40087057	40087556	Peak	0	+
chr1	40144219	40144676	Peak	0	+
chr1	40287098	40287560	Peak	0	+
chr1	40351611	40352082	Peak	0	+
chr1	40396197	40396655	Peak	0	+
chr1	40490589	40491066	Peak	0	+
chr1	40657219	40657689	Peak	0	+
chr1	43577430	43577969	Peak	0	+
chr1	44126750	44127257	Peak	0	+
chr1	45914829	45915287	Peak	0	+
chr1	51571257	51571709	Peak	0	+
chr1	51824289	51824744	Peak	0	+
chr1	51842915	51843388	Peak	0	+
chr1	51846158	51846625	Peak	0	+
chr1	51991345	51991815	Peak	0	+
chr1	52085248	52085787	Peak	0	+
chr1	52822029	52822586	Peak	0	+
chr1	52858536	52859020	Peak	0	+
chr1	53895071	53895616	Peak	0	+
chr1	53907966	53908599	Peak	0	+
chr1	53912565	53913062	Peak	0	+
chr1	53939325	53939799	Peak	0	+
chr1	54620819	54621273	Peak	0	+
chr1	54855257	54855762	Peak	0	+
chr1	54866909	54867407	Peak	0	+
chr1	54894533	54895037	Peak	0	+
chr1	54895316	54895786	Peak	0	+
chr1	54969703	54970172	Peak	0	+
chr1	54976956	54977415	Peak	0	+
chr1	55082844	55083314	Peak	0	+
chr1	57445676	57446154	Peak	0	+
chr1	58158313	58158819	Peak	0	+
chr1	58159371	58159840	Peak	0	+
chr1	58346604	58347115	Peak	0	+
chr1	58776817	58777298	Peak	0	+
chr1	58799260	58799768	Peak	0	+
chr1	58800095	58800563	Peak	0	+
chr1	59376626	59377106	Peak	0	+
chr1	59960916	59961374	Peak	0	+
chr1	59970712	59971166	Peak	0	+
chr1	60020327	60020800	Peak	0	+
chr1	60073017	60073487	Peak	0	+
chr1	60127521	60127986	Peak	0	+
chr1	60684268	60684761	Peak	0	+
chr1	60698963	60699425	Peak	0	+
chr1	60955396	60955910	Peak	0	+
chr1	62275664	62276160	Peak	0	+
chr1	64098756	64099244	Peak	0	+
chr1	64341910	64342425	Peak	0	+
chr1	64421293	64421786	Peak	0	+
chr1	64422903	64423370	Peak	0	+
chr1	64979538	64979992	Peak	0	+
chr1	65135413	65135891	Peak	0	+
chr1	65160031	65160485	Peak	0	+
chr1	71776590	71777050	Peak	0	+
chr1	71777447	71777969	Peak	0	+
chr1	74045544	74045998	Peak	0	+
chr1	74054174	74054754	Peak	0	+
chr1	74099756	74100210	Peak	0	+
chr1	74342010	74342479	Peak	0	+
chr1	74419853	74420312	Peak	0	+
chr1	74421481	74421950	Peak	0	+
chr1	74427958	74428513	Peak	0	+
chr1	74745242	74745747	Peak	0	+
chr1	78503729	78504219	Peak	0	+
